time_s,numerical_displacement_mm,exact_displacement_mm,velocity_m_per_s,mount_load_N,energy_J,damping_power_W
1.486,-0.477435767984253,-0.4774343291787258,0.04471636420726672,-1.0154157877916776,0.010453655964686047,0.03999106455833848
1.488,-0.3878240788755311,-0.3878226424170358,0.044883267020463205,-0.6536309750928604,0.010373353324462306,0.040290153168603994
1.49,-0.2979509240017057,-0.2979494921811463,0.04497784332228974,-0.292246829561028,0.010292581455849159,0.04046012779848888
1.492,-0.20796083783394034,-0.2079594129318022,0.04500023084122328,0.06816126548870427,0.010211599298962103,0.04050041551526766
1.494,-0.11799796455178882,-0.11799654883447057,0.04495068201191,0.4270217820310447,0.010130666105955977,0.040411276266716985
1.496,-0.028205829461900728,-0.02820442517809722,0.044829563114222086,0.7837679444368388,0.010050039782691375,0.04019379458024043
1.498,0.06127288768268775,0.06127427830554499,0.044637353233987195,1.137838615410495,0.009969975252208687,0.03984986607471495
1.5,0.1502965771083472,0.15029795186765862,0.04437464304776165,1.4886791693886217,0.009890722850262275,0.03938217891232522
1.502,0.23872492084241884,0.23872627756391665,0.04404213343429002,1.8357423520554756,0.009812526762881472,0.038794190348876136
1.504,0.326419111586786,0.32642044812796,0.04364063391556,2.178489124658344,0.009735623515577843,0.03809009857103852
1.506,0.41324206830577026,0.41324338255929344,0.04317106093062167,2.5163894918355143,0.009660240523412505,0.037274810037508974
1.508,0.49905864819726303,0.49905993809429294,0.04263443594559486,2.848923311700949,0.009586594710676112,0.036353902567980614
1.51,0.5837358547230993,0.5837371182365675,0.04203188340353611,3.1755810869631196,0.009514891208420887,0.03533358444896909
1.512,0.6671430413822653,0.6671442765300719,0.041364628518077685,3.495864735890615,0.009445322137522387,0.034220649848771316
1.514,0.7491521109185935,0.7491533157667029,0.04063399491498493,3.8092883419740726,0.009378065484342675,0.03302243085502042
1.516,0.8296377096631146,0.8296388823286144,0.03984140212600468,4.115378881172552,0.009313284075420168,0.0317467464673202
1.518,0.9084774167202074,0.9084785553742581,0.038988362939595546,4.413676925672741,0.00925112465692938,0.03040184889419255
1.52,0.9855519277160741,0.9855530305867468,0.03807648061334128,4.703737323131122,0.009191717083940513,0.028996367517963095
1.522,1.060745232837878,1.0607462982129465,0.03710744595304998,4.985129850412512,0.009135173623769196,0.027539250903170512
1.524,1.1339447889020797,1.133945815131657,0.03608303426373483,5.257439840883015,0.009081588376945674,0.026039707233557238
1.526,1.2050416852010863,1.2050426707002047,0.03500510217785588,5.520268784361463,0.0090310368185552,0.02450714356964261
1.528,1.2739308028882574,1.2739317461393205,0.03387558436637678,5.773234898880565,0.008983575461912596,0.022951104323270223
1.53,1.3405109676725921,1.3405118672276957,0.03269649013835548,6.015973673457478,0.008939241645738904,0.021381209347351545
1.532,1.404685095606017,1.4046859500891948,0.03146989993494281,6.248138381122924,0.00889805344521194,0.019807092038306273
1.534,1.4663603317580811,1.4663611398674081,0.03019796172380819,6.469400561508488,0.008860009706470263,0.018238337845451688
1.536,1.5254481815850474,1.5254489420946091,0.02888288730014658,6.679450472343121,0.008825090203367098,0.016684423575859374
